1	3 
2	5 
3	3 
4	2 
5	1 
6	4 
7	3 
8	4 
9	4 
10	2 
11	1 
12	1 
13	4 
14	1 
15	1 
16	4 
17	2 
18	5 
19	2 
20	2 
21	1 
22	5 
23	4 
24	2 
25	3 
26	5 
27	2 
28	2 
29	3 
30	2 
31	1 
32	5 
33	5 
34	1 
35	4 
36	3 
37	3 
38	5 
39	5 
40	1 
41	2 
42	2 
43	2 
44	4 
45	2 
46	1 
47	5 
48	3 
49	5 
50	4 
51	5 
52	5 
53	3 
54	1 
55	2 
56	5 
57	3 
58	1 
59	5 
60	2 
61	5 
62	3 
63	5 
64	5 
65	4 
66	3 
67	1 
68	4 
69	3 
70	4 
71	2 
72	5 
73	4 
74	3 
75	5 
76	1 
77	3 
78	1 
79	5 
80	4 
81	1 
82	2 
83	3 
84	4 
85	3 
86	5 
87	1 
88	4 
89	5 
90	3 
91	3 
92	2 
93	2 
94	2 
95	2 
96	3 
97	4 
98	3 
99	3 
100	2 
101	3 
102	5 
103	1 
104	2 
105	1 
106	3 
107	1 
108	5 
109	4 
110	4 
111	3 
112	4 
113	4 
114	1 
115	3 
116	5 
117	5 
118	2 
119	5 
120	2 
121	1 
122	3 
123	3 
124	3 
125	5 
126	1 
127	3 
128	3 
129	1 
130	1 
131	3 
132	4 
133	5 
134	5 
135	2 
136	5 
137	2 
138	5 
139	4 
140	3 
141	2 
142	2 
143	3 
144	5 
145	2 
146	5 
147	1 
148	2 
149	3 
150	4 
151	3 
152	5 
153	1 
154	4 
155	2 
156	4 
157	3 
158	1 
159	3 
160	1 
161	3 
162	1 
163	2 
164	3 
165	4 
166	5 
167	2 
168	3 
169	1 
170	3 
171	3 
172	2 
173	1 
174	4 
175	4 
176	5 
177	1 
178	5 
179	4 
180	1 
181	3 
182	5 
183	3 
184	1 
185	4 
186	1 
187	5 
188	4 
189	2 
190	1 
191	5 
192	2 
193	5 
194	2 
195	5 
196	2 
197	3 
198	2 
199	3 
200	1 
201	4 
202	5 
203	2 
204	2 
205	5 
206	4 
207	4 
208	2 
209	1 
210	1 
211	4 
212	2 
213	2 
214	2 
215	4 
216	5 
217	3 
218	1 
219	2 
220	2 
221	5 
222	4 
223	4 
224	1 
225	1 
226	2 
227	2 
228	1 
229	4 
230	4 
231	3 
232	4 
233	1 
234	1 
235	3 
236	5 
237	3 
238	2 
239	4 
240	1 
241	1 
242	1 
243	3 
244	2 
245	2 
246	5 
247	3 
248	3 
249	4 
250	4 
251	5 
252	5 
253	3 
254	2 
255	2 
256	1 
257	5 
258	4 
259	4 
260	2 
261	5 
262	1 
263	2 
264	1 
265	1 
266	5 
267	4 
268	1 
269	4 
270	1 
271	4 
272	3 
273	1 
274	4 
275	4 
276	5 
277	5 
278	1 
279	3 
280	5 
281	4 
282	1 
283	1 
284	1 
285	5 
286	2 
287	4 
288	1 
289	2 
290	5 
291	5 
292	5 
293	1 
294	5 
295	4 
296	4 
297	3 
298	5 
299	3 
300	4 
301	1 
302	5 
303	4 
304	5 
305	1 
306	3 
307	4 
308	2 
309	2 
310	5 
311	4 
312	5 
313	4 
314	3 
315	3 
316	2 
317	3 
318	4 
319	3 
320	5 
321	5 
322	4 
323	1 
324	1 
325	2 
326	1 
327	2 
328	5 
329	5 
330	2 
331	3 
332	5 
333	2 
334	1 
335	5 
336	1 
337	2 
338	3 
339	2 
340	4 
341	2 
342	1 
343	5 
344	4 
345	1 
346	3 
347	2 
348	2 
349	1 
350	3 
351	4 
352	4 
353	3 
354	1 
355	5 
356	5 
357	4 
358	3 
359	5 
360	1 
361	4 
362	2 
363	2 
364	3 
365	2 
366	3 
367	2 
368	5 
369	4 
370	5 
371	2 
372	5 
373	5 
374	4 
375	4 
376	2 
377	4 
378	2 
379	4 
380	3 
381	2 
382	5 
383	4 
384	1 
385	1 
386	5 
387	4 
388	2 
389	2 
390	2 
391	1 
392	3 
393	4 
394	2 
395	1 
396	4 
397	2 
398	4 
399	3 
400	3 
401	1 
402	4 
403	3 
404	4 
405	2 
406	3 
407	1 
408	3 
409	1 
410	4 
411	3 
412	5 
413	4 
414	5 
415	1 
416	4 
417	3 
418	3 
419	2 
420	2 
421	5 
422	5 
423	1 
424	1 
425	3 
426	3 
427	3 
428	1 
429	5 
430	4 
431	1 
432	4 
433	4 
434	1 
435	4 
436	1 
437	4 
438	1 
439	1 
440	4 
441	3 
442	4 
443	2 
444	2 
445	2 
446	3 
447	2 
448	5 
449	4 
450	4 
451	3 
452	3 
453	3 
454	4 
455	1 
456	5 
457	5 
458	2 
459	5 
460	1 
461	2 
462	1 
463	3 
464	5 
465	2 
466	1 
467	5 
468	4 
469	4 
470	3 
471	3 
472	2 
473	5 
474	3 
475	4 
476	2 
477	1 
478	4 
479	3 
480	3 
481	2 
482	1 
483	4 
484	3 
485	1 
486	5 
487	1 
488	5 
489	1 
490	5 
491	3 
492	2 
493	4 
494	1 
495	2 
496	5 
497	3 
498	2 
499	3 
500	5 
