1	4 
2	1 
3	3 
4	1 
5	1 
6	4 
7	1 
8	3 
9	2 
10	1 
11	2 
12	4 
13	4 
14	2 
15	4 
16	2 
17	2 
18	4 
19	3 
20	3 
21	1 
22	1 
23	2 
24	4 
25	4 
26	4 
27	1 
28	2 
29	1 
30	3 
31	2 
32	3 
33	3 
34	3 
35	3 
36	3 
37	4 
38	2 
39	1 
40	1 
41	4 
42	1 
43	2 
44	1 
45	1 
46	3 
47	1 
48	2 
49	4 
50	4 
51	1 
52	3 
53	4 
54	2 
55	3 
56	1 
57	2 
58	1 
59	3 
60	4 
61	4 
62	3 
63	4 
64	1 
65	4 
66	3 
67	4 
68	2 
69	4 
70	1 
71	3 
72	2 
73	4 
74	1 
75	4 
76	3 
77	3 
78	2 
79	4 
80	3 
81	2 
82	4 
83	4 
84	2 
85	3 
86	1 
87	3 
88	4 
89	3 
90	2 
91	1 
92	2 
93	2 
94	2 
95	1 
96	2 
97	1 
98	1 
99	3 
100	3 
101	2 
102	4 
103	4 
104	4 
105	1 
106	3 
107	3 
108	2 
109	2 
110	2 
111	1 
112	4 
113	1 
114	1 
115	3 
116	1 
117	1 
118	3 
119	4 
120	3 
121	2 
122	3 
123	2 
124	4 
125	3 
126	2 
127	2 
128	2 
